epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
335,5000.36,0.1912,0.99539,1,0.32291,0.0066934,0.0066934,0.0066934
336,5015.51,0.1946,0.99539,1,0.32139,0.0066835,0.0066835,0.0066835
337,5030.43,0.18786,0.99597,1,0.32115,0.0066736,0.0066736,0.0066736
338,5045.39,0.18106,0.99597,1,0.32112,0.0066637,0.0066637,0.0066637
339,5060.22,0.19267,0.99597,1,0.32109,0.0066538,0.0066538,0.0066538
340,5075.39,0.19201,0.99597,1,0.32244,0.0066439,0.0066439,0.0066439
341,5090.5,0.18512,0.99597,1,0.32116,0.006634,0.006634,0.006634
342,5105.64,0.18269,0.99597,1,0.32107,0.0066241,0.0066241,0.0066241
343,5120.85,0.18475,0.99597,1,0.32101,0.0066142,0.0066142,0.0066142
344,5135.83,0.19464,0.99597,1,0.32108,0.0066043,0.0066043,0.0066043
345,5150.91,0.1929,0.99597,1,0.32102,0.0065944,0.0065944,0.0065944
346,5166.14,0.18334,0.99597,1,0.32098,0.0065845,0.0065845,0.0065845
347,5181.45,0.18748,0.99597,1,0.32096,0.0065746,0.0065746,0.0065746
348,5196.48,0.18044,0.99597,1,0.32097,0.0065647,0.0065647,0.0065647
349,5211.33,0.18496,0.99597,1,0.32121,0.0065548,0.0065548,0.0065548
350,5226.38,0.18578,0.99597,1,0.32089,0.0065449,0.0065449,0.0065449
351,5241.62,0.18714,0.99597,1,0.32122,0.006535,0.006535,0.006535
352,5256.59,0.18339,0.99597,1,0.32125,0.0065251,0.0065251,0.0065251
353,5271.71,0.19085,0.99597,1,0.32082,0.0065152,0.0065152,0.0065152
354,5286.87,0.18347,0.99597,1,0.32204,0.0065053,0.0065053,0.0065053
355,5301.84,0.17995,0.99597,1,0.32073,0.0064954,0.0064954,0.0064954
356,5317,0.18898,0.99597,1,0.32072,0.0064855,0.0064855,0.0064855
357,5331.9,0.18813,0.99597,1,0.32068,0.0064756,0.0064756,0.0064756
358,5346.98,0.18679,0.99597,1,0.32085,0.0064657,0.0064657,0.0064657
359,5362.08,0.17209,0.99597,1,0.3209,0.0064558,0.0064558,0.0064558
360,5377.24,0.19063,0.99597,1,0.3206,0.0064459,0.0064459,0.0064459
361,5392.04,0.17241,0.99597,1,0.32069,0.006436,0.006436,0.006436
362,5407.06,0.18398,0.99597,1,0.3206,0.0064261,0.0064261,0.0064261
363,5421.97,0.1762,0.99597,1,0.32059,0.0064162,0.0064162,0.0064162
364,5436.81,0.19178,0.99597,1,0.32057,0.0064063,0.0064063,0.0064063
365,5451.83,0.19607,0.99655,1,0.32055,0.0063964,0.0063964,0.0063964
366,5466.91,0.18791,0.99655,1,0.32061,0.0063865,0.0063865,0.0063865
367,5482,0.17934,0.99655,1,0.32058,0.0063766,0.0063766,0.0063766
368,5496.96,0.19258,0.99655,1,0.32057,0.0063667,0.0063667,0.0063667
369,5512,0.17929,0.99655,1,0.32052,0.0063568,0.0063568,0.0063568
370,5526.84,0.1853,0.99597,1,0.32045,0.0063469,0.0063469,0.0063469
371,5541.93,0.18185,0.99597,1,0.32047,0.006337,0.006337,0.006337
372,5556.84,0.19455,0.99597,1,0.3218,0.0063271,0.0063271,0.0063271
373,5571.53,0.18465,0.99597,1,0.32042,0.0063172,0.0063172,0.0063172
374,5586.5,0.18481,0.99597,1,0.32038,0.0063073,0.0063073,0.0063073
375,5601.46,0.18272,0.99597,1,0.32041,0.0062974,0.0062974,0.0062974
376,5616.54,0.1857,0.99597,1,0.32034,0.0062875,0.0062875,0.0062875
377,5631.54,0.18807,0.99597,1,0.32044,0.0062776,0.0062776,0.0062776
378,5646.44,0.19142,0.99597,1,0.32028,0.0062677,0.0062677,0.0062677
379,5661.35,0.18484,0.99597,1,0.32035,0.0062578,0.0062578,0.0062578
380,5676.02,0.17955,0.99597,1,0.32028,0.0062479,0.0062479,0.0062479
381,5690.87,0.17457,0.99597,1,0.3203,0.006238,0.006238,0.006238
382,5706,0.18374,0.99597,1,0.32025,0.0062281,0.0062281,0.0062281
383,5720.75,0.17901,0.99597,1,0.32023,0.0062182,0.0062182,0.0062182
384,5735.63,0.17959,0.99597,1,0.32023,0.0062083,0.0062083,0.0062083
385,5750.53,0.18119,0.99597,1,0.32026,0.0061984,0.0061984,0.0061984
386,5765.48,0.18485,0.99597,1,0.32021,0.0061885,0.0061885,0.0061885
387,5780.49,0.1824,0.99597,1,0.32035,0.0061786,0.0061786,0.0061786
388,5795.43,0.18012,0.99597,1,0.3203,0.0061687,0.0061687,0.0061687
389,5810.42,0.18311,0.99597,1,0.32048,0.0061588,0.0061588,0.0061588
390,5825.23,0.18936,0.99655,1,0.32026,0.0061489,0.0061489,0.0061489
391,5840.16,0.18557,0.99655,1,0.32032,0.006139,0.006139,0.006139
392,5855.2,0.18614,0.99655,1,0.32021,0.0061291,0.0061291,0.0061291
393,5870.21,0.18771,0.99655,1,0.32016,0.0061192,0.0061192,0.0061192
394,5885.06,0.18297,0.99655,1,0.32011,0.0061093,0.0061093,0.0061093
395,5900.25,0.17785,0.99655,1,0.32014,0.0060994,0.0060994,0.0060994
396,5915.22,0.18616,0.99655,1,0.32009,0.0060895,0.0060895,0.0060895
397,5930.25,0.18108,0.99655,1,0.32009,0.0060796,0.0060796,0.0060796
398,5945.44,0.17468,0.99655,1,0.32004,0.0060697,0.0060697,0.0060697
399,5960.35,0.18441,0.99655,1,0.32003,0.0060598,0.0060598,0.0060598
400,5975.56,0.18991,0.99655,1,0.32006,0.0060499,0.0060499,0.0060499
401,5990.31,0.18134,0.99655,1,0.32003,0.00604,0.00604,0.00604
402,6005.29,0.179,0.99655,1,0.32032,0.0060301,0.0060301,0.0060301
403,6020.26,0.18948,0.99655,1,0.3201,0.0060202,0.0060202,0.0060202
404,6034.97,0.17701,0.99655,1,0.32,0.0060103,0.0060103,0.0060103
405,6049.75,0.1694,0.99655,1,0.31998,0.0060004,0.0060004,0.0060004
406,6064.55,0.19015,0.99655,1,0.32006,0.0059905,0.0059905,0.0059905
407,6079.46,0.18302,0.99655,1,0.31994,0.0059806,0.0059806,0.0059806
408,6094.57,0.17309,0.99655,1,0.31994,0.0059707,0.0059707,0.0059707
409,6109.14,0.18942,0.99655,1,0.32,0.0059608,0.0059608,0.0059608
410,6123.76,0.17029,0.99655,1,0.32007,0.0059509,0.0059509,0.0059509
411,6138.49,0.18735,0.99655,1,0.31987,0.005941,0.005941,0.005941
412,6153.63,0.17947,0.99655,1,0.31988,0.0059311,0.0059311,0.0059311
413,6168.71,0.18169,0.99655,1,0.3199,0.0059212,0.0059212,0.0059212
414,6183.82,0.17727,0.99655,1,0.31986,0.0059113,0.0059113,0.0059113
415,6198.71,0.17222,0.99655,1,0.31984,0.0059014,0.0059014,0.0059014
416,6213.27,0.17947,0.99655,1,0.31985,0.0058915,0.0058915,0.0058915
417,6228.09,0.18309,0.99655,1,0.31987,0.0058816,0.0058816,0.0058816
418,6243.42,0.17502,0.99655,1,0.31984,0.0058717,0.0058717,0.0058717
419,6258.37,0.18527,0.99655,1,0.31982,0.0058618,0.0058618,0.0058618
420,6273.44,0.18141,0.99655,1,0.32018,0.0058519,0.0058519,0.0058519
421,6288.4,0.17646,0.99655,1,0.31977,0.005842,0.005842,0.005842
422,6303.28,0.17074,0.99655,1,0.31973,0.0058321,0.0058321,0.0058321
423,6318.28,0.18003,0.99655,1,0.3197,0.0058222,0.0058222,0.0058222
424,6333.19,0.1862,0.99655,1,0.31968,0.0058123,0.0058123,0.0058123
425,6348.16,0.18342,0.99597,1,0.31968,0.0058024,0.0058024,0.0058024
426,6363.23,0.18115,0.99655,1,0.31966,0.0057925,0.0057925,0.0057925
427,6378.55,0.1814,0.99655,1,0.31977,0.0057826,0.0057826,0.0057826
428,6393.32,0.18055,0.99655,1,0.31993,0.0057727,0.0057727,0.0057727
429,6408.17,0.18634,0.99655,1,0.31962,0.0057628,0.0057628,0.0057628
430,6423.18,0.17156,0.99655,1,0.31964,0.0057529,0.0057529,0.0057529
431,6437.94,0.18731,0.99655,1,0.31958,0.005743,0.005743,0.005743
432,6453.01,0.18426,0.99655,1,0.31956,0.0057331,0.0057331,0.0057331
433,6468.08,0.17569,0.99655,1,0.31954,0.0057232,0.0057232,0.0057232
434,6483.09,0.17774,0.99655,1,0.31958,0.0057133,0.0057133,0.0057133
435,6497.57,0.17856,0.99655,1,0.31961,0.0057034,0.0057034,0.0057034
436,6512.4,0.17404,0.99655,1,0.3195,0.0056935,0.0056935,0.0056935
437,6527.13,0.18256,0.99655,1,0.31946,0.0056836,0.0056836,0.0056836
438,6541.22,0.17794,0.99655,1,0.31943,0.0056737,0.0056737,0.0056737
439,6555.18,0.17113,0.99655,1,0.31946,0.0056638,0.0056638,0.0056638
440,6569.16,0.18426,0.99655,1,0.31938,0.0056539,0.0056539,0.0056539
441,6582.68,0.18049,0.99655,1,0.31942,0.005644,0.005644,0.005644
442,6596.63,0.18047,0.99655,1,0.31943,0.0056341,0.0056341,0.0056341
443,6610.46,0.17362,0.99597,1,0.31953,0.0056242,0.0056242,0.0056242
444,6624.14,0.17602,0.99597,1,0.32001,0.0056143,0.0056143,0.0056143
445,6637.92,0.17656,0.99597,1,0.31941,0.0056044,0.0056044,0.0056044
446,6651.79,0.17689,0.99597,1,0.3194,0.0055945,0.0055945,0.0055945
447,6665.63,0.17267,0.99597,1,0.31937,0.0055846,0.0055846,0.0055846
448,6679.5,0.17575,0.99597,1,0.31935,0.0055747,0.0055747,0.0055747
449,6693.19,0.18343,0.99597,1,0.31932,0.0055648,0.0055648,0.0055648
450,6707.01,0.17468,0.99597,1,0.32065,0.0055549,0.0055549,0.0055549
451,6720.74,0.17649,0.99597,1,0.31926,0.005545,0.005545,0.005545
452,6733.97,0.1723,0.99597,1,0.31922,0.0055351,0.0055351,0.0055351
453,6747.81,0.17222,0.99597,1,0.31922,0.0055252,0.0055252,0.0055252
454,6761.77,0.17214,0.99655,1,0.31917,0.0055153,0.0055153,0.0055153
455,6775.64,0.18577,0.99597,1,0.31925,0.0055054,0.0055054,0.0055054
456,6789.63,0.17127,0.99655,1,0.31919,0.0054955,0.0054955,0.0054955
457,6803.49,0.17762,0.99597,1,0.31908,0.0054856,0.0054856,0.0054856
458,6817.26,0.1805,0.99655,1,0.31908,0.0054757,0.0054757,0.0054757
459,6831.14,0.17618,0.99655,1,0.31906,0.0054658,0.0054658,0.0054658
460,6845.09,0.17838,0.99655,1,0.31904,0.0054559,0.0054559,0.0054559
461,6858.95,0.17872,0.99655,1,0.31899,0.005446,0.005446,0.005446
462,6872.69,0.17963,0.99655,1,0.31907,0.0054361,0.0054361,0.0054361
463,6886.21,0.16878,0.99655,1,0.31964,0.0054262,0.0054262,0.0054262
464,6900.1,0.17785,0.99655,1,0.3189,0.0054163,0.0054163,0.0054163
465,6914.03,0.17597,0.99655,1,0.3189,0.0054064,0.0054064,0.0054064
466,6927.83,0.18122,0.99655,1,0.31895,0.0053965,0.0053965,0.0053965
467,6941.56,0.17605,0.99655,1,0.31887,0.0053866,0.0053866,0.0053866
468,6955.37,0.18341,0.99655,1,0.31886,0.0053767,0.0053767,0.0053767
469,6969.09,0.1695,0.99655,1,0.31891,0.0053668,0.0053668,0.0053668
470,6982.62,0.17766,0.99655,1,0.31888,0.0053569,0.0053569,0.0053569
471,6996.47,0.17629,0.99597,1,0.31891,0.005347,0.005347,0.005347
472,7010.25,0.17133,0.99597,1,0.31883,0.0053371,0.0053371,0.0053371
473,7023.84,0.17597,0.99655,1,0.31881,0.0053272,0.0053272,0.0053272
474,7037.34,0.16436,0.99655,1,0.31877,0.0053173,0.0053173,0.0053173
475,7051.07,0.17934,0.99655,1,0.31877,0.0053074,0.0053074,0.0053074
476,7064.73,0.16928,0.99655,1,0.31874,0.0052975,0.0052975,0.0052975
477,7078.62,0.17438,0.99655,1,0.31876,0.0052876,0.0052876,0.0052876
478,7092.58,0.18153,0.99655,1,0.31893,0.0052777,0.0052777,0.0052777
479,7106.46,0.17743,0.99655,1,0.31871,0.0052678,0.0052678,0.0052678
480,7120.42,0.17643,0.99655,1,0.3189,0.0052579,0.0052579,0.0052579
481,7134.27,0.16903,0.99655,1,0.31871,0.005248,0.005248,0.005248
482,7148.1,0.17619,0.99712,1,0.31876,0.0052381,0.0052381,0.0052381
483,7161.85,0.17872,0.99712,1,0.31871,0.0052282,0.0052282,0.0052282
484,7175.52,0.17764,0.99712,1,0.31875,0.0052183,0.0052183,0.0052183
485,7189.3,0.17128,0.99712,1,0.31869,0.0052084,0.0052084,0.0052084
486,7203.17,0.17485,0.99712,1,0.31868,0.0051985,0.0051985,0.0051985
487,7216.81,0.17444,0.99712,1,0.31871,0.0051886,0.0051886,0.0051886
488,7230.64,0.16658,0.99712,1,0.3187,0.0051787,0.0051787,0.0051787
489,7244.58,0.168,0.99712,1,0.3187,0.0051688,0.0051688,0.0051688
490,7258.46,0.17048,0.99712,1,0.31869,0.0051589,0.0051589,0.0051589
491,7272.42,0.18013,0.99712,1,0.31899,0.005149,0.005149,0.005149
492,7286.73,0.17234,0.99712,1,0.31867,0.0051391,0.0051391,0.0051391
493,7300.5,0.16678,0.99712,1,0.31867,0.0051292,0.0051292,0.0051292
494,7314.24,0.17668,0.99712,1,0.31866,0.0051193,0.0051193,0.0051193
495,7327.77,0.17728,0.99712,1,0.31927,0.0051094,0.0051094,0.0051094
496,7341.4,0.18484,0.99712,1,0.31906,0.0050995,0.0050995,0.0050995
497,7355.01,0.16741,0.99712,1,0.31867,0.0050896,0.0050896,0.0050896
498,7368.62,0.16668,0.99712,1,0.31863,0.0050797,0.0050797,0.0050797
499,7382.51,0.17229,0.99712,1,0.31868,0.0050698,0.0050698,0.0050698
500,7396.52,0.1814,0.99712,1,0.31861,0.0050599,0.0050599,0.0050599
501,7410.19,0.16929,0.99712,1,0.31864,0.00505,0.00505,0.00505
502,7424.01,0.17346,0.99712,1,0.31864,0.0050401,0.0050401,0.0050401
503,7437.66,0.17738,0.99712,1,0.31864,0.0050302,0.0050302,0.0050302
504,7451.49,0.17068,0.99712,1,0.31866,0.0050203,0.0050203,0.0050203
505,7465.14,0.17106,0.99712,1,0.31864,0.0050104,0.0050104,0.0050104
506,7479.01,0.16975,0.99712,1,0.31867,0.0050005,0.0050005,0.0050005
507,7492.65,0.16536,0.99712,1,0.31864,0.0049906,0.0049906,0.0049906
508,7506.63,0.16703,0.99712,1,0.31867,0.0049807,0.0049807,0.0049807
509,7520.53,0.16363,0.99712,1,0.31862,0.0049708,0.0049708,0.0049708
510,7534.56,0.16576,0.99712,1,0.31865,0.0049609,0.0049609,0.0049609
511,7548.29,0.17019,0.99712,1,0.31859,0.004951,0.004951,0.004951
512,7562.09,0.15861,0.99712,1,0.31861,0.0049411,0.0049411,0.0049411
513,7576.21,0.17217,0.99712,1,0.31855,0.0049312,0.0049312,0.0049312
514,7590.03,0.17837,0.99712,1,0.31855,0.0049213,0.0049213,0.0049213
515,7603.82,0.17738,0.99712,1,0.3198,0.0049114,0.0049114,0.0049114
516,7617.6,0.16702,0.99712,1,0.31899,0.0049015,0.0049015,0.0049015
517,7631.39,0.16643,0.99712,1,0.31846,0.0048916,0.0048916,0.0048916
518,7645.06,0.1664,0.99712,1,0.31862,0.0048817,0.0048817,0.0048817
519,7658.91,0.17028,0.99712,1,0.31851,0.0048718,0.0048718,0.0048718
520,7672.94,0.17149,0.99712,1,0.3184,0.0048619,0.0048619,0.0048619
521,7686.67,0.17669,0.99712,1,0.31837,0.004852,0.004852,0.004852
522,7700.35,0.17721,0.9977,1,0.31839,0.0048421,0.0048421,0.0048421
523,7713.98,0.16617,0.9977,1,0.31833,0.0048322,0.0048322,0.0048322
524,7727.72,0.17259,0.9977,1,0.31828,0.0048223,0.0048223,0.0048223
525,7741.64,0.1747,0.9977,1,0.3183,0.0048124,0.0048124,0.0048124
526,7755.62,0.17878,0.99712,1,0.31824,0.0048025,0.0048025,0.0048025
527,7769.43,0.16588,0.9977,1,0.31821,0.0047926,0.0047926,0.0047926
528,7783.32,0.16256,0.99712,1,0.31824,0.0047827,0.0047827,0.0047827
529,7797.25,0.17084,0.99712,1,0.31861,0.0047728,0.0047728,0.0047728
530,7811.17,0.1687,0.99712,1,0.31821,0.0047629,0.0047629,0.0047629
531,7825.11,0.17339,0.99712,1,0.31821,0.004753,0.004753,0.004753
532,7838.77,0.1758,0.99655,1,0.31823,0.0047431,0.0047431,0.0047431
533,7852.5,0.16304,0.99712,1,0.31821,0.0047332,0.0047332,0.0047332
534,7866.57,0.16377,0.99712,1,0.3184,0.0047233,0.0047233,0.0047233
535,7880.18,0.157,0.99712,1,0.31823,0.0047134,0.0047134,0.0047134
536,7893.91,0.15985,0.99712,1,0.31825,0.0047035,0.0047035,0.0047035
537,7907.68,0.17161,0.99712,1,0.3182,0.0046936,0.0046936,0.0046936
538,7921.39,0.17061,0.99712,1,0.3182,0.0046837,0.0046837,0.0046837
539,7935.21,0.16674,0.99712,1,0.31823,0.0046738,0.0046738,0.0046738
540,7949.04,0.16656,0.99655,1,0.31833,0.0046639,0.0046639,0.0046639
541,7962.73,0.16683,0.99655,1,0.31818,0.004654,0.004654,0.004654
542,7976.49,0.17714,0.99655,1,0.31817,0.0046441,0.0046441,0.0046441
543,7989.96,0.16597,0.99655,1,0.31814,0.0046342,0.0046342,0.0046342
544,8003.56,0.17072,0.99655,1,0.31817,0.0046243,0.0046243,0.0046243
545,8017.15,0.16486,0.99655,1,0.31816,0.0046144,0.0046144,0.0046144
546,8030.88,0.17015,0.99655,1,0.31823,0.0046045,0.0046045,0.0046045
547,8044.91,0.16464,0.99655,1,0.31817,0.0045946,0.0045946,0.0045946
548,8058.77,0.1719,0.99655,1,0.31811,0.0045847,0.0045847,0.0045847
549,8072.56,0.16643,0.99655,1,0.31824,0.0045748,0.0045748,0.0045748
550,8086.22,0.16426,0.99655,1,0.31816,0.0045649,0.0045649,0.0045649
551,8100.11,0.16772,0.99655,1,0.31812,0.004555,0.004555,0.004555
552,8113.96,0.17309,0.99655,1,0.31814,0.0045451,0.0045451,0.0045451
553,8127.5,0.1606,0.99655,1,0.31831,0.0045352,0.0045352,0.0045352
554,8141.15,0.16949,0.99655,1,0.31814,0.0045253,0.0045253,0.0045253
555,8154.92,0.16283,0.99655,1,0.31811,0.0045154,0.0045154,0.0045154
556,8168.95,0.15953,0.99655,1,0.31814,0.0045055,0.0045055,0.0045055
557,8182.65,0.1577,0.99655,1,0.31825,0.0044956,0.0044956,0.0044956
558,8196.45,0.17111,0.99655,1,0.31809,0.0044857,0.0044857,0.0044857
559,8209.98,0.16731,0.99655,1,0.3182,0.0044758,0.0044758,0.0044758
560,8223.59,0.16739,0.99655,1,0.31824,0.0044659,0.0044659,0.0044659
561,8237.1,0.16272,0.99655,1,0.3181,0.004456,0.004456,0.004456
562,8250.87,0.16487,0.99655,1,0.31814,0.0044461,0.0044461,0.0044461
563,8264.49,0.16753,0.99655,1,0.3182,0.0044362,0.0044362,0.0044362
564,8278.27,0.16629,0.99655,1,0.31813,0.0044263,0.0044263,0.0044263
565,8292,0.16811,0.99655,1,0.31814,0.0044164,0.0044164,0.0044164
566,8305.95,0.15604,0.99655,1,0.31812,0.0044065,0.0044065,0.0044065
567,8319.98,0.16643,0.99655,1,0.3181,0.0043966,0.0043966,0.0043966
568,8333.91,0.15906,0.99712,1,0.31811,0.0043867,0.0043867,0.0043867
569,8347.66,0.15972,0.99712,1,0.31812,0.0043768,0.0043768,0.0043768
570,8361.46,0.16214,0.99712,1,0.31828,0.0043669,0.0043669,0.0043669
571,8375.21,0.15401,0.99712,1,0.31902,0.004357,0.004357,0.004357
572,8388.98,0.15352,0.99712,1,0.31808,0.0043471,0.0043471,0.0043471
573,8402.75,0.15768,0.99712,1,0.31812,0.0043372,0.0043372,0.0043372
574,8416.56,0.16183,0.99712,1,0.31804,0.0043273,0.0043273,0.0043273
575,8430.3,0.15707,0.99712,1,0.31802,0.0043174,0.0043174,0.0043174
576,8443.89,0.15316,0.99712,1,0.31802,0.0043075,0.0043075,0.0043075
577,8457.57,0.16127,0.99712,1,0.318,0.0042976,0.0042976,0.0042976
