epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
53,786.488,0.23213,0.97064,1,0.34492,0.0094852,0.0094852,0.0094852
54,801.416,0.23163,0.97697,1,0.33917,0.0094753,0.0094753,0.0094753
55,816.613,0.24077,0.98043,1,0.34315,0.0094654,0.0094654,0.0094654
56,831.588,0.22695,0.981,1,0.33829,0.0094555,0.0094555,0.0094555
57,846.518,0.22255,0.97812,1,0.33931,0.0094456,0.0094456,0.0094456
58,861.547,0.2204,0.97524,1,0.34002,0.0094357,0.0094357,0.0094357
59,876.695,0.23111,0.97812,1,0.34114,0.0094258,0.0094258,0.0094258
60,891.869,0.23683,0.97812,1,0.34278,0.0094159,0.0094159,0.0094159
61,907.066,0.22479,0.97697,1,0.34296,0.009406,0.009406,0.009406
62,922.105,0.23847,0.97352,1,0.34472,0.0093961,0.0093961,0.0093961
63,936.949,0.21919,0.97582,1,0.34119,0.0093862,0.0093862,0.0093862
64,952.002,0.22044,0.97985,1,0.3374,0.0093763,0.0093763,0.0093763
65,966.784,0.2397,0.97755,1,0.33816,0.0093664,0.0093664,0.0093664
66,981.407,0.23249,0.9787,1,0.33961,0.0093565,0.0093565,0.0093565
67,996.07,0.23454,0.97409,1,0.34027,0.0093466,0.0093466,0.0093466
68,1011.33,0.22268,0.98158,1,0.3379,0.0093367,0.0093367,0.0093367
69,1026.29,0.22863,0.9787,1,0.33858,0.0093268,0.0093268,0.0093268
70,1041.08,0.22067,0.98273,1,0.33589,0.0093169,0.0093169,0.0093169
71,1056.07,0.22985,0.98446,1,0.33395,0.009307,0.009307,0.009307
72,1071.14,0.22326,0.98388,1,0.33825,0.0092971,0.0092971,0.0092971
73,1086.1,0.22145,0.98503,1,0.33581,0.0092872,0.0092872,0.0092872
74,1101.1,0.21621,0.98273,1,0.33736,0.0092773,0.0092773,0.0092773
75,1115.94,0.23047,0.98446,1,0.33639,0.0092674,0.0092674,0.0092674
76,1130.97,0.22188,0.9833,1,0.33401,0.0092575,0.0092575,0.0092575
77,1145.89,0.22174,0.98388,1,0.33358,0.0092476,0.0092476,0.0092476
78,1160.82,0.21923,0.98618,1,0.33351,0.0092377,0.0092377,0.0092377
79,1175.92,0.22659,0.98561,1,0.33378,0.0092278,0.0092278,0.0092278
80,1190.9,0.24664,0.98618,1,0.33444,0.0092179,0.0092179,0.0092179
81,1205.84,0.2104,0.98849,1,0.33267,0.009208,0.009208,0.009208
82,1220.93,0.23554,0.9833,1,0.3356,0.0091981,0.0091981,0.0091981
83,1236.03,0.21751,0.98215,1,0.33549,0.0091882,0.0091882,0.0091882
84,1251.15,0.21771,0.98273,1,0.33501,0.0091783,0.0091783,0.0091783
85,1266.38,0.22661,0.9833,1,0.33549,0.0091684,0.0091684,0.0091684
86,1281.54,0.21692,0.98618,1,0.33214,0.0091585,0.0091585,0.0091585
87,1296.56,0.21825,0.98503,1,0.33176,0.0091486,0.0091486,0.0091486
88,1311.6,0.22121,0.98849,1,0.33153,0.0091387,0.0091387,0.0091387
89,1326.73,0.22238,0.99021,1,0.33043,0.0091288,0.0091288,0.0091288
90,1341.8,0.21162,0.98964,1,0.32948,0.0091189,0.0091189,0.0091189
91,1356.68,0.21562,0.98791,1,0.33187,0.009109,0.009109,0.009109
92,1371.52,0.22543,0.98388,1,0.33242,0.0090991,0.0090991,0.0090991
93,1386.18,0.24006,0.98733,1,0.33216,0.0090892,0.0090892,0.0090892
94,1401.16,0.22221,0.98446,1,0.33159,0.0090793,0.0090793,0.0090793
95,1416.14,0.21607,0.98618,1,0.33145,0.0090694,0.0090694,0.0090694
96,1431.14,0.21801,0.98561,1,0.33036,0.0090595,0.0090595,0.0090595
97,1446.29,0.22313,0.98561,1,0.33121,0.0090496,0.0090496,0.0090496
98,1461.37,0.2206,0.98561,1,0.3308,0.0090397,0.0090397,0.0090397
99,1476.41,0.20632,0.98618,1,0.33058,0.0090298,0.0090298,0.0090298
100,1491.3,0.21093,0.98446,1,0.33124,0.0090199,0.0090199,0.0090199
101,1506.47,0.20945,0.98676,1,0.33131,0.00901,0.00901,0.00901
102,1521.54,0.21554,0.98446,1,0.33221,0.0090001,0.0090001,0.0090001
103,1536.84,0.22372,0.98618,1,0.33244,0.0089902,0.0089902,0.0089902
104,1551.92,0.21899,0.98503,1,0.33173,0.0089803,0.0089803,0.0089803
105,1566.95,0.22188,0.98618,1,0.32998,0.0089704,0.0089704,0.0089704
106,1582.3,0.22447,0.98676,1,0.32983,0.0089605,0.0089605,0.0089605
107,1597.36,0.22323,0.98676,1,0.32924,0.0089506,0.0089506,0.0089506
108,1612.46,0.21511,0.98733,1,0.32849,0.0089407,0.0089407,0.0089407
109,1627.9,0.21568,0.98676,1,0.32849,0.0089308,0.0089308,0.0089308
110,1642.77,0.2163,0.98618,1,0.32991,0.0089209,0.0089209,0.0089209
111,1657.48,0.21645,0.98618,1,0.32856,0.008911,0.008911,0.008911
112,1672.5,0.22498,0.98618,1,0.32843,0.0089011,0.0089011,0.0089011
113,1687.33,0.22182,0.98561,1,0.32882,0.0088912,0.0088912,0.0088912
114,1702.47,0.21519,0.98561,1,0.32875,0.0088813,0.0088813,0.0088813
115,1717.42,0.21451,0.98503,1,0.32883,0.0088714,0.0088714,0.0088714
116,1732.24,0.21904,0.98618,1,0.32865,0.0088615,0.0088615,0.0088615
117,1747.15,0.21939,0.98791,1,0.32785,0.0088516,0.0088516,0.0088516
118,1762.48,0.21438,0.98849,1,0.32829,0.0088417,0.0088417,0.0088417
119,1777.67,0.22003,0.98791,1,0.32754,0.0088318,0.0088318,0.0088318
120,1792.73,0.2168,0.99021,1,0.32712,0.0088219,0.0088219,0.0088219
121,1807.76,0.22004,0.99079,1,0.32659,0.008812,0.008812,0.008812
122,1822.96,0.20834,0.99079,1,0.32619,0.0088021,0.0088021,0.0088021
123,1838.03,0.21715,0.99021,1,0.32609,0.0087922,0.0087922,0.0087922
124,1853.04,0.22095,0.98964,1,0.32617,0.0087823,0.0087823,0.0087823
125,1868.13,0.22359,0.99079,1,0.32608,0.0087724,0.0087724,0.0087724
126,1883.21,0.21454,0.99021,1,0.3262,0.0087625,0.0087625,0.0087625
127,1898.31,0.2072,0.99021,1,0.32632,0.0087526,0.0087526,0.0087526
128,1913.17,0.21147,0.98906,1,0.32609,0.0087427,0.0087427,0.0087427
129,1928.32,0.2189,0.98906,1,0.32615,0.0087328,0.0087328,0.0087328
130,1943.45,0.20344,0.98906,1,0.32609,0.0087229,0.0087229,0.0087229
131,1958.34,0.21764,0.99079,1,0.32599,0.008713,0.008713,0.008713
132,1973.7,0.2245,0.99079,1,0.32582,0.0087031,0.0087031,0.0087031
133,1989.12,0.21879,0.99021,1,0.32576,0.0086932,0.0086932,0.0086932
134,2004.2,0.20687,0.99079,1,0.32596,0.0086833,0.0086833,0.0086833
135,2019.06,0.21295,0.99079,1,0.32551,0.0086734,0.0086734,0.0086734
136,2033.81,0.21504,0.99079,1,0.32559,0.0086635,0.0086635,0.0086635
137,2048.68,0.21713,0.99136,1,0.32572,0.0086536,0.0086536,0.0086536
138,2063.41,0.21553,0.99079,1,0.3258,0.0086437,0.0086437,0.0086437
139,2078.5,0.20476,0.99079,1,0.32588,0.0086338,0.0086338,0.0086338
140,2093.62,0.2127,0.99079,1,0.32579,0.0086239,0.0086239,0.0086239
141,2108.64,0.21208,0.99079,1,0.32588,0.008614,0.008614,0.008614
142,2123.94,0.20998,0.99079,1,0.32586,0.0086041,0.0086041,0.0086041
143,2139.03,0.20436,0.99021,1,0.32584,0.0085942,0.0085942,0.0085942
144,2154.11,0.20954,0.99021,1,0.32585,0.0085843,0.0085843,0.0085843
145,2169.25,0.21234,0.99079,1,0.32621,0.0085744,0.0085744,0.0085744
146,2184.33,0.21886,0.99194,1,0.32587,0.0085645,0.0085645,0.0085645
147,2199.13,0.20133,0.99194,1,0.32592,0.0085546,0.0085546,0.0085546
148,2214.11,0.21828,0.99136,1,0.32562,0.0085447,0.0085447,0.0085447
149,2228.59,0.20387,0.99194,1,0.32551,0.0085348,0.0085348,0.0085348
150,2243.2,0.20464,0.99252,1,0.32539,0.0085249,0.0085249,0.0085249
151,2258.29,0.20777,0.99194,1,0.32526,0.008515,0.008515,0.008515
152,2272.91,0.21998,0.99194,1,0.32523,0.0085051,0.0085051,0.0085051
153,2287.87,0.21301,0.99252,1,0.32516,0.0084952,0.0084952,0.0084952
154,2303.04,0.21465,0.99194,1,0.32506,0.0084853,0.0084853,0.0084853
155,2318.05,0.20466,0.99194,1,0.32502,0.0084754,0.0084754,0.0084754
156,2332.96,0.20895,0.99309,1,0.32478,0.0084655,0.0084655,0.0084655
157,2348.23,0.21843,0.99309,1,0.32489,0.0084556,0.0084556,0.0084556
158,2363.23,0.21708,0.99309,1,0.32461,0.0084457,0.0084457,0.0084457
159,2378.31,0.21323,0.99309,1,0.32445,0.0084358,0.0084358,0.0084358
160,2393.44,0.2138,0.99309,1,0.32438,0.0084259,0.0084259,0.0084259
161,2408.08,0.20638,0.99309,1,0.32437,0.008416,0.008416,0.008416
162,2423.3,0.20344,0.99252,1,0.32441,0.0084061,0.0084061,0.0084061
163,2438.42,0.20033,0.99252,1,0.32427,0.0083962,0.0083962,0.0083962
164,2453.27,0.21122,0.99252,1,0.32424,0.0083863,0.0083863,0.0083863
165,2467.98,0.20507,0.99252,1,0.32447,0.0083764,0.0083764,0.0083764
166,2483.07,0.20848,0.99252,1,0.32392,0.0083665,0.0083665,0.0083665
167,2498.07,0.2066,0.99309,1,0.32394,0.0083566,0.0083566,0.0083566
168,2513.07,0.22584,0.99309,1,0.32376,0.0083467,0.0083467,0.0083467
169,2528.2,0.22158,0.99252,1,0.32371,0.0083368,0.0083368,0.0083368
170,2543.17,0.20744,0.99309,1,0.32363,0.0083269,0.0083269,0.0083269
171,2558.22,0.22286,0.99309,1,0.3238,0.008317,0.008317,0.008317
172,2573.14,0.20398,0.99367,1,0.3235,0.0083071,0.0083071,0.0083071
173,2588.13,0.20511,0.99367,1,0.32345,0.0082972,0.0082972,0.0082972
174,2603.17,0.20478,0.99367,1,0.32382,0.0082873,0.0082873,0.0082873
175,2617.98,0.21166,0.99309,1,0.32341,0.0082774,0.0082774,0.0082774
176,2632.71,0.20532,0.99309,1,0.32337,0.0082675,0.0082675,0.0082675
177,2647.65,0.20205,0.99309,1,0.3233,0.0082576,0.0082576,0.0082576
178,2662.47,0.20928,0.99309,1,0.32327,0.0082477,0.0082477,0.0082477
179,2677.23,0.21156,0.99367,1,0.32336,0.0082378,0.0082378,0.0082378
180,2692.15,0.21369,0.99367,1,0.32514,0.0082279,0.0082279,0.0082279
181,2707.25,0.20459,0.99309,1,0.32326,0.008218,0.008218,0.008218
182,2722.3,0.21557,0.99309,1,0.32329,0.0082081,0.0082081,0.0082081
183,2737.37,0.21175,0.99309,1,0.32321,0.0081982,0.0081982,0.0081982
184,2752.38,0.20217,0.99309,1,0.32319,0.0081883,0.0081883,0.0081883
185,2767.17,0.2033,0.99309,1,0.3232,0.0081784,0.0081784,0.0081784
186,2781.94,0.22231,0.99367,1,0.3233,0.0081685,0.0081685,0.0081685
187,2796.46,0.20036,0.99367,1,0.3232,0.0081586,0.0081586,0.0081586
188,2811.36,0.19712,0.99309,1,0.32327,0.0081487,0.0081487,0.0081487
189,2826.3,0.21341,0.99309,1,0.32323,0.0081388,0.0081388,0.0081388
190,2841.41,0.20496,0.99309,1,0.32322,0.0081289,0.0081289,0.0081289
191,2855.91,0.19732,0.99309,1,0.32328,0.008119,0.008119,0.008119
192,2870.58,0.2123,0.99309,1,0.32339,0.0081091,0.0081091,0.0081091
193,2885.53,0.20157,0.99309,1,0.32322,0.0080992,0.0080992,0.0080992
194,2900.43,0.20081,0.99309,1,0.32322,0.0080893,0.0080893,0.0080893
195,2915.2,0.2025,0.99309,1,0.32324,0.0080794,0.0080794,0.0080794
196,2929.96,0.20279,0.99309,1,0.3232,0.0080695,0.0080695,0.0080695
197,2944.83,0.20672,0.99309,1,0.32464,0.0080596,0.0080596,0.0080596
198,2959.74,0.19695,0.99367,1,0.32465,0.0080497,0.0080497,0.0080497
199,2974.83,0.21063,0.99367,1,0.32314,0.0080398,0.0080398,0.0080398
200,2989.2,0.21533,0.99367,1,0.3234,0.0080299,0.0080299,0.0080299
201,3004.09,0.20961,0.99367,1,0.32314,0.00802,0.00802,0.00802
202,3018.86,0.19094,0.99367,1,0.32313,0.0080101,0.0080101,0.0080101
203,3033.86,0.21973,0.99367,1,0.3231,0.0080002,0.0080002,0.0080002
204,3048.85,0.19685,0.99367,1,0.32307,0.0079903,0.0079903,0.0079903
205,3064,0.19838,0.99367,1,0.32304,0.0079804,0.0079804,0.0079804
206,3079.01,0.21024,0.99367,1,0.32478,0.0079705,0.0079705,0.0079705
207,3093.9,0.20416,0.99367,1,0.32296,0.0079606,0.0079606,0.0079606
208,3108.99,0.2063,0.99367,1,0.32296,0.0079507,0.0079507,0.0079507
209,3123.96,0.19711,0.99367,1,0.32293,0.0079408,0.0079408,0.0079408
210,3138.94,0.21229,0.99367,1,0.3233,0.0079309,0.0079309,0.0079309
211,3153.91,0.20848,0.99367,1,0.32291,0.007921,0.007921,0.007921
212,3168.73,0.205,0.99367,1,0.32288,0.0079111,0.0079111,0.0079111
213,3183.53,0.20063,0.99367,1,0.32283,0.0079012,0.0079012,0.0079012
214,3198.24,0.2078,0.99309,1,0.32282,0.0078913,0.0078913,0.0078913
215,3212.82,0.20472,0.99309,1,0.3229,0.0078814,0.0078814,0.0078814
216,3227.76,0.20293,0.99309,1,0.32291,0.0078715,0.0078715,0.0078715
217,3242.58,0.19529,0.99309,1,0.32283,0.0078616,0.0078616,0.0078616
218,3257.38,0.21461,0.99309,1,0.32296,0.0078517,0.0078517,0.0078517
219,3271.99,0.19945,0.99309,1,0.32283,0.0078418,0.0078418,0.0078418
220,3286.94,0.2087,0.99309,1,0.32282,0.0078319,0.0078319,0.0078319
221,3301.29,0.20359,0.99309,1,0.32294,0.007822,0.007822,0.007822
222,3316.48,0.20306,0.99309,1,0.32289,0.0078121,0.0078121,0.0078121
223,3331.33,0.19945,0.99309,1,0.32277,0.0078022,0.0078022,0.0078022
224,3346.21,0.19948,0.99309,1,0.32283,0.0077923,0.0077923,0.0077923
225,3361.08,0.20225,0.99309,1,0.32275,0.0077824,0.0077824,0.0077824
226,3376.09,0.21048,0.99309,1,0.32274,0.0077725,0.0077725,0.0077725
227,3390.91,0.20305,0.99309,1,0.32275,0.0077626,0.0077626,0.0077626
228,3405.47,0.19878,0.99252,1,0.32269,0.0077527,0.0077527,0.0077527
229,3420.46,0.2079,0.99309,1,0.32273,0.0077428,0.0077428,0.0077428
230,3435.61,0.204,0.99309,1,0.3227,0.0077329,0.0077329,0.0077329
231,3450.54,0.21098,0.99309,1,0.32269,0.007723,0.007723,0.007723
232,3465.68,0.20732,0.99309,1,0.32269,0.0077131,0.0077131,0.0077131
233,3480.65,0.19496,0.99252,1,0.32273,0.0077032,0.0077032,0.0077032
234,3495.69,0.2056,0.99252,1,0.32268,0.0076933,0.0076933,0.0076933
235,3510.54,0.20416,0.99252,1,0.3227,0.0076834,0.0076834,0.0076834
236,3525.09,0.19474,0.99252,1,0.32274,0.0076735,0.0076735,0.0076735
237,3539.88,0.19454,0.99252,1,0.32269,0.0076636,0.0076636,0.0076636
238,3554.66,0.20795,0.99252,1,0.32268,0.0076537,0.0076537,0.0076537
239,3569.55,0.19753,0.99252,1,0.32377,0.0076438,0.0076438,0.0076438
240,3584.55,0.20139,0.99252,1,0.32264,0.0076339,0.0076339,0.0076339
241,3599.5,0.19692,0.99252,1,0.32267,0.007624,0.007624,0.007624
242,3614.12,0.19553,0.99252,1,0.32263,0.0076141,0.0076141,0.0076141
243,3628.78,0.19013,0.99252,1,0.32282,0.0076042,0.0076042,0.0076042
244,3643.88,0.20602,0.99252,1,0.32263,0.0075943,0.0075943,0.0075943
245,3658.84,0.20204,0.99252,1,0.32263,0.0075844,0.0075844,0.0075844
246,3673.69,0.19449,0.99252,1,0.32271,0.0075745,0.0075745,0.0075745
247,3688.28,0.20109,0.99252,1,0.32269,0.0075646,0.0075646,0.0075646
248,3703.43,0.20504,0.99252,1,0.32267,0.0075547,0.0075547,0.0075547
249,3718.28,0.20412,0.99252,1,0.32271,0.0075448,0.0075448,0.0075448
250,3732.95,0.20039,0.99252,1,0.32327,0.0075349,0.0075349,0.0075349
251,3748.09,0.1956,0.99252,1,0.32294,0.007525,0.007525,0.007525
252,3763,0.19618,0.99252,1,0.32296,0.0075151,0.0075151,0.0075151
253,3778.03,0.19092,0.99252,1,0.3227,0.0075052,0.0075052,0.0075052
254,3792.89,0.19316,0.99252,1,0.32268,0.0074953,0.0074953,0.0074953
255,3807.69,0.19801,0.99252,1,0.32265,0.0074854,0.0074854,0.0074854
256,3822.76,0.20267,0.99252,1,0.32328,0.0074755,0.0074755,0.0074755
257,3837.47,0.19405,0.99252,1,0.32263,0.0074656,0.0074656,0.0074656
258,3852.46,0.18635,0.99252,1,0.32266,0.0074557,0.0074557,0.0074557
259,3867.57,0.19934,0.99252,1,0.32262,0.0074458,0.0074458,0.0074458
260,3882.25,0.19129,0.99252,1,0.32261,0.0074359,0.0074359,0.0074359
261,3897.36,0.20206,0.99309,1,0.32264,0.007426,0.007426,0.007426
262,3912.35,0.19136,0.99309,1,0.3226,0.0074161,0.0074161,0.0074161
263,3927.12,0.19336,0.99367,1,0.32253,0.0074062,0.0074062,0.0074062
264,3941.96,0.21242,0.99367,1,0.32384,0.0073963,0.0073963,0.0073963
265,3956.64,0.19559,0.99367,1,0.32249,0.0073864,0.0073864,0.0073864
266,3971.32,0.19129,0.99367,1,0.3225,0.0073765,0.0073765,0.0073765
267,3986.4,0.19902,0.99367,1,0.32245,0.0073666,0.0073666,0.0073666
268,4001.45,0.19056,0.99367,1,0.32239,0.0073567,0.0073567,0.0073567
269,4016.22,0.19425,0.99367,1,0.32237,0.0073468,0.0073468,0.0073468
270,4031.19,0.18887,0.99367,1,0.32233,0.0073369,0.0073369,0.0073369
271,4046.18,0.19466,0.99367,1,0.32238,0.007327,0.007327,0.007327
272,4061.16,0.19783,0.99309,1,0.32231,0.0073171,0.0073171,0.0073171
273,4076.4,0.2046,0.99309,1,0.32234,0.0073072,0.0073072,0.0073072
274,4091.61,0.19614,0.99309,1,0.32225,0.0072973,0.0072973,0.0072973
275,4106.24,0.19508,0.99309,1,0.32225,0.0072874,0.0072874,0.0072874
276,4121.17,0.19064,0.99309,1,0.32225,0.0072775,0.0072775,0.0072775
277,4135.7,0.19917,0.99309,1,0.32223,0.0072676,0.0072676,0.0072676
278,4150.55,0.1958,0.99309,1,0.32227,0.0072577,0.0072577,0.0072577
279,4165.24,0.2042,0.99309,1,0.32221,0.0072478,0.0072478,0.0072478
280,4179.9,0.19689,0.99309,1,0.32225,0.0072379,0.0072379,0.0072379
281,4195,0.19481,0.99309,1,0.32218,0.007228,0.007228,0.007228
282,4210.02,0.19975,0.99309,1,0.32219,0.0072181,0.0072181,0.0072181
283,4225.06,0.19151,0.99309,1,0.3222,0.0072082,0.0072082,0.0072082
284,4239.87,0.19046,0.99309,1,0.32227,0.0071983,0.0071983,0.0071983
285,4254.61,0.18925,0.99309,1,0.32282,0.0071884,0.0071884,0.0071884
286,4269.27,0.1966,0.99367,1,0.32215,0.0071785,0.0071785,0.0071785
287,4284.21,0.19265,0.99367,1,0.32219,0.0071686,0.0071686,0.0071686
288,4299.2,0.18696,0.99367,1,0.32219,0.0071587,0.0071587,0.0071587
289,4314.23,0.18964,0.99367,1,0.32205,0.0071488,0.0071488,0.0071488
290,4329.17,0.20513,0.99367,1,0.32205,0.0071389,0.0071389,0.0071389
291,4343.93,0.19473,0.99367,1,0.32205,0.007129,0.007129,0.007129
292,4358.94,0.19191,0.99367,1,0.32209,0.0071191,0.0071191,0.0071191
293,4374,0.19973,0.99367,1,0.32206,0.0071092,0.0071092,0.0071092
294,4388.68,0.20488,0.99367,1,0.32209,0.0070993,0.0070993,0.0070993
295,4403.33,0.20203,0.99367,1,0.32211,0.0070894,0.0070894,0.0070894
296,4418.35,0.18551,0.99367,1,0.32201,0.0070795,0.0070795,0.0070795
297,4433.57,0.19183,0.99367,1,0.32254,0.0070696,0.0070696,0.0070696
298,4448.62,0.20108,0.99367,1,0.32205,0.0070597,0.0070597,0.0070597
299,4463.76,0.19365,0.99367,1,0.32199,0.0070498,0.0070498,0.0070498
300,4478.43,0.19428,0.99367,1,0.32204,0.0070399,0.0070399,0.0070399
301,4493.3,0.18923,0.99367,1,0.32193,0.00703,0.00703,0.00703
302,4508.12,0.19322,0.99367,1,0.32221,0.0070201,0.0070201,0.0070201
303,4522.95,0.18512,0.99367,1,0.32193,0.0070102,0.0070102,0.0070102
304,4537.97,0.19124,0.99309,1,0.32242,0.0070003,0.0070003,0.0070003
305,4552.66,0.1913,0.99309,1,0.32245,0.0069904,0.0069904,0.0069904
306,4567.59,0.18331,0.99309,1,0.32186,0.0069805,0.0069805,0.0069805
307,4582.45,0.19595,0.99309,1,0.3218,0.0069706,0.0069706,0.0069706
308,4597.41,0.19885,0.99309,1,0.32176,0.0069607,0.0069607,0.0069607
309,4612.2,0.18956,0.99309,1,0.32174,0.0069508,0.0069508,0.0069508
310,4627.25,0.18059,0.99309,1,0.32171,0.0069409,0.0069409,0.0069409
311,4642.29,0.20341,0.99309,1,0.32177,0.006931,0.006931,0.006931
312,4657.45,0.1893,0.99309,1,0.32164,0.0069211,0.0069211,0.0069211
313,4672.59,0.19388,0.99367,1,0.32172,0.0069112,0.0069112,0.0069112
314,4687.74,0.19164,0.99424,1,0.32156,0.0069013,0.0069013,0.0069013
315,4702.94,0.18089,0.99424,1,0.32165,0.0068914,0.0068914,0.0068914
316,4717.8,0.1878,0.99424,1,0.32152,0.0068815,0.0068815,0.0068815
317,4732.68,0.18385,0.99424,1,0.32151,0.0068716,0.0068716,0.0068716
318,4747.52,0.19336,0.99424,1,0.32145,0.0068617,0.0068617,0.0068617
319,4762.3,0.1933,0.99424,1,0.32143,0.0068518,0.0068518,0.0068518
320,4777.24,0.18793,0.99424,1,0.32147,0.0068419,0.0068419,0.0068419
321,4792.1,0.19115,0.99424,1,0.32138,0.006832,0.006832,0.006832
322,4806.86,0.17981,0.99482,1,0.32189,0.0068221,0.0068221,0.0068221
323,4821.64,0.19093,0.99482,1,0.32132,0.0068122,0.0068122,0.0068122
324,4836.35,0.18351,0.99482,1,0.32129,0.0068023,0.0068023,0.0068023
325,4851.02,0.18509,0.99482,1,0.32135,0.0067924,0.0067924,0.0067924
326,4866.16,0.18005,0.99424,1,0.32132,0.0067825,0.0067825,0.0067825
327,4881.13,0.18321,0.99482,1,0.32125,0.0067726,0.0067726,0.0067726
328,4896.12,0.18189,0.99482,1,0.32128,0.0067627,0.0067627,0.0067627
329,4911.26,0.18797,0.99424,1,0.32137,0.0067528,0.0067528,0.0067528
330,4926.07,0.19381,0.99539,1,0.32122,0.0067429,0.0067429,0.0067429
331,4940.78,0.18651,0.99539,1,0.3216,0.006733,0.006733,0.006733
332,4955.61,0.18697,0.99539,1,0.32118,0.0067231,0.0067231,0.0067231
333,4970.19,0.18461,0.99539,1,0.32158,0.0067132,0.0067132,0.0067132
334,4985.1,0.18884,0.99539,1,0.32121,0.0067033,0.0067033,0.0067033
